,id,personName,companyName,name1,name2,name3,address,city,plz,country,phoneNum,faxNum,email,webAddr,logoUrl
30,104025175,accelcon industrial engineering,accelcon industrial engineering,accelcon industrial engineering GmbH,,,Saarstr. 20,Heusweiler,66265,Deutschland,(+49 6806) 9 53 08 90,,schmidt@accelcon.de,http://www.accelcon.de,
31,230001388,Accenture,Accenture,Accenture GmbH,,,Campus Kronberg 1,Kronberg,61476,Deutschland,(+49 6173) 94-99,,accenture.direct.ela@accenture.com,http://www.accenture.com,
32,609268,Accso,Accso,Accso - Accelerated Solutions GmbH,,,Hilpertstr. 12,Darmstadt,64295,Deutschland,+49 6151 13029-0,,info@accso.de,https://accso.de,
33,100010818,ACE Stoßdämpfer,ACE Stoßdämpfer,ACE Stoßdämpfer GmbH,,,Albert-Einstein-Str. 15,Langenfeld,40764,Deutschland,(+49 2173) 92 26-10,,info@ace-int.eu,http://www.ace-ace.de,
34,100000001,ACHENBACH BUSCHHÜTTEN,ACHENBACH BUSCHHÜTTEN,ACHENBACH BUSCHHÜTTEN GmbH & Co. KG,,,Siegener Str. 152,Kreuztal,57223,Deutschland,(+49 2732) 7 99-0,,info@achenbach.de,http://www.achenbach.de,
35,241003938,ACP Digital Business Solutions,ACP Digital Business Solutions,ACP Digital Business Solutions AG,,,Prüssingstr. 35,Jena,07745,Deutschland,(+49 3641) 2 87-0,,info@godyo.com,http://www.godyo.com,
36,620839,ACP Digital Analytics,ACP Digital Analytics,ACP Digital Analytics GmbH,,,Steinstr. 30,Düsseldorf,40210,Deutschland,(+49 211) 540700-0,,erik.purwins@acp.de,https://www.acp.de/digital/analytics,
37,620829,ACP Group,ACP Group,ACP Group AG,,,Wagenseilgasse 3,Wien,1120,Österreich,(+43 189) 1930,,info@acp.at,https://www.acp.at/,
38,597767,ACP Holding Digital,ACP Holding Digital,ACP Holding Digital AG,,,Willy-Brandt-Platz 6,München,81829,Deutschland,(+49 89) 54727410-0,,acpdigital@acp.de,https://www.acp.de/digital,
39,237000295,acp systems,acp systems,acp systems AG,,,Albring 18,Zimmern ob Rottweil,78658,Deutschland,(+49 741) 17 52 99-0,,info@acp-systems.com,http://www.acp-systems.com,
40,100013988,ACSYS Lasertechnik,ACSYS Lasertechnik,ACSYS Lasertechnik GmbH,,,Leibnizstr. 9,Kornwestheim,70806,Deutschland,(+49 7154) 8 08 75-0,,kornwestheim@acsys.de,http://www.acsys.de,
41,501518,ADAMOS,ADAMOS,ADAMOS GmbH,,,Landwehrstr. 55,Darmstadt,64293,Deutschland,(+49 6151) 6 29 03-0,,info@adamos.com,http://adamos.com/,
42,485245,Adaptive Balancing Power,Adaptive Balancing Power,Adaptive Balancing Power GmbH,,,Ostendstr. 19,Pfungstadt,64319,Deutschland,(+49 6157) 911 9294,,kontakt@adaptive-balancing.de,http://www.adaptive-balancing.de,
43,237030656,Adaptive Vision,Adaptive Vision,Adaptive Vision Sp. z o.o.,,,ul. Bojkowska Str. 41N,Gliwice,44-141,Polen,(+48 32) 213 32 24,,av-office@zebra.com,http://www.adaptive-vision.com,
44,242003775,@-yet,@-yet,@-yet GmbH,,,Schloß Eicherhof,Leichlingen,42799,Deutschland,(+49 2175) 16 55-0,,info@add-yet.de,http://www.add-yet.de,
45,31039123,ADDI-DATA,ADDI-DATA,ADDI-DATA GmbH,,,Airport Boulevard B210,Rheinmünster,77836,Deutschland,(+49 7229) 18 47-0,,info@addi-data.com,http://www.addi-data.com,
46,652789,AddUp,AddUp,AddUp SAS,,,13-33 rue Verte -,Cébazat,63118,Frankreich,(+33 473) 15 25 00,,contact@addupsolutions.com,,
47,815000309,Adelbert Haas,Adelbert Haas,Adelbert Haas GmbH,,,Adelbert-Haas-Str. 1,Trossingen,78647,Deutschland,(+49 7425) 33 71-0,,info@multigrind.com,http://www.multigrind.com,
48,100000946,Ademco 1 (Resideo),Ademco 1 (Resideo),Ademco 1 GmbH,(Resideo),,Hardhofweg 40,Mosbach,74821,Deutschland,(+49 6261) 81-0,,info.de@resideo.com,http://www.homecomfort.resideo.com/de,
49,230007445,adesso,adesso,adesso SE,,,Adessoplatz 1,Dortmund,44269,Deutschland,(+49 231) 70 00-70 00,,info@adesso.de,http://www.adesso.de,
50,230001010,ADITO Software,ADITO Software,ADITO Software GmbH,,,Konrad-Zuse-Str. 4,Geisenhausen,84144,Deutschland,(+49 8743) 96 64-0,,info@adito.de,http://www.adito.de,
51,110028565,ADMOS Gleitlager,ADMOS Gleitlager,ADMOS Gleitlager GmbH,,,Wilhelminenhofstr. 89 a,Berlin,12459,Deutschland,(+49 30) 5 30 09-0,,info@admos-gleitlager.de,http://www.admos-gleitlager.de,
52,241004995,ads-tec Industrial IT,ads-tec Industrial IT,ads-tec Industrial IT GmbH,,,Heinrich-Hertz-Str. 1,Nürtingen,72622,Deutschland,(+49 7022) 25 22-0,,mailbox@ads-tec.de,https://www.ads-tec-iit.com,
53,445929,ADVES,ADVES,ADVES GmbH & Co. KG,,,Eschstr. 23,Goldenstedt-Lutten,49424,Deutschland,(+49 4441) 8 89 99-40,,info@adves.one,http://www.adves.one,
54,216010900,Aebi Maschinenfabrik,Aebi Maschinenfabrik,Aebi & Co. AG Maschinenfabrik,,,Buchmattstr. 56,Burgdorf,3401,Schweiz,(+41 34) 4 21 61-21,,aebi@aebi-schmidt.com,http://www.aebi-schmidt.com,
55,101022217,AEM,AEM,AEM - Anhaltische Elektromotorenwerk,Dessau GmbH,,Daheimstr. 18,Dessau-Roßlau,06842,Deutschland,(+49 340) 2 03-2 00,,aem@aemdessau.de,http://www.aemdessau.de,
56,105032801,AERO-LIFT Vakuumtechnik,AERO-LIFT Vakuumtechnik,AERO-LIFT Vakuumtechnik GmbH,,,Turmstr. 1,Geislingen,72351,Deutschland,(+49 7428) 9 45 14-0,,info@aero-lift.de,http://www.aero-lift.de,
57,594414,Aerzen Digital Systems,Aerzen Digital Systems,Aerzen Digital Systems GmbH,,,Hefehof 26,Hameln,31785,Deutschland,(+49 5151) 40 30-0,,digitalsystems@aerzen.com,https://www.aerzendigital.com,
58,100000017,Aerzener Maschinenfabrik,Aerzener Maschinenfabrik,Aerzener Maschinenfabrik GmbH,,,Reherweg 28,Aerzen,31855,Deutschland,(+49 5154) 81-0,,info@aerzen.com,http://www.aerzen.com,
59,237025213,Afag,Afag,Afag GmbH,,,Wernher-von-Braun-Str. 1,Amberg,92224,Deutschland,(+49 9621) 6 50 27-0,,sales@afag.com,http://www.afag.com,
60,209025271,AFOTEK,AFOTEK,AFOTEK GmbH,Anlagen für die Oberflächentechnik,,Erfurter Str. 17,Bad Hersfeld,36251,Deutschland,(+49 6621) 50 76-0,,info@afotek.de,http://www.afotek.de,
61,209028923,AFPRO Filters,AFPRO Filters,AFPRO Filters GmbH,,,Siemensstr. 42,Bönen,59199,Deutschland,(+49 2383) 9 19-1 30,,verkauf@afprofilters.com,http://www.afprofilters.com,
62,484109,AFPT,AFPT,AFPT GmbH,,,Trinkbornstr. 10,Dörth,56281,Deutschland,(+49 6747) 95 01 85-0,,info@afpt.de,http://www.afpt.de,
63,209025001,AFS Airfilter Systeme,AFS Airfilter Systeme,AFS Airfilter Systeme GmbH,,,Am Richtbach 14,Untermünkheim,74547,Deutschland,(+49 7944) 91 60-0,,info@afs-airfilter.de,http://www.afs-airfilter.de,
64,100000645,AGCO,AGCO,AGCO GmbH,,,Johann-Georg-Fendt-Str. 4,Marktoberdorf,87616,Deutschland,(+49 8342) 77-0,,info.fendt@agcocorp.com,http://www.fendt.com,
65,100015497,AGCO Deutschland,AGCO Deutschland,AGCO Deutschland GmbH,,,Johann-Georg-Fendt-Str. 14,Marktoberdorf,87616,Deutschland,(+49 8342) 77-0,,info@de.agcocorp.com,http://www.agcocorp.com,
66,216025008,AGCO International,AGCO International,AGCO International GmbH,,,Victor-von-Bruns-Str. 17,Neuhausen am Rheinfall,8212,Schweiz,(+41 52) 7 25-22 00,,info.fendt@agcocorp.com,http://www.agcocorp.com,
67,216023909,AGCO Netherlands,AGCO Netherlands,AGCO Netherlands BV,,,Horsterweg 66 A,Grubbenvorst,5971 NG,Niederlande,(+31 77) 3 27 84 00,,info@agchem.nl,http://www.agchemeurope.com,
68,605275,Agile Robots,Agile Robots,Agile Robots AG,,,Staffelseestr. 8,München,81477,Deutschland,(+49 89) 277 814 10,,welcome@agile-robots.com,https://www.agile-robots.com/,
69,506281,Agilox Services,Agilox Services,AGILOX Services GmbH,,,Gewerbepark 3,Neukirchen bei Lambach,4671,Österreich,(+43 7245) 93083,,office@agilox.net,https://www.agilox.net,
70,100001504,Agria-Werke,Agria-Werke,Agria-Werke GmbH,,,Bittelbronner Str. 42,Möckmühl,74219,Deutschland,(+49 6298) 39-0,,info@agria.de,http://www.agria.de,
71,216017273,AGRIFAC Machinery,AGRIFAC Machinery,AGRIFAC Machinery B.V.,,,Eesveenseweg 15,Steenwijk,8332 JA,Niederlande,+31 521 527 210,,info@agrifac.com,http://www.agrifac.com,
72,103038016,AGROMATIC Regelungstechnik,AGROMATIC Regelungstechnik,AGROMATIC Regelungstechnik GmbH,,,Stukenbrocker Weg 38,Oerlinghausen,33813,Deutschland,(+49 5202) 97 39-0,,vertrieb@agromatic.de,http://www.agromatic.de,
73,100016297,agrotop,agrotop,agrotop GmbH,,,Köferinger Str. 5,Obertraubling,93083,Deutschland,(+49 9453) 99 38-0,,s.graef@agrotop.com,http://www.agrotop.com,
74,50023525,AGTOS,AGTOS,AGTOS,Gesellschaft für technische,Oberflächensysteme mbH,Gutenbergstr. 14,Emsdetten,48282,Deutschland,(+49 2572) 9 60 26-0,,info@agtos.de,http://www.agtos.de,
75,214010011,Ahlbrandt System,Ahlbrandt System,Ahlbrandt System GmbH,,,Altebergstr. 23 - 25,Lauterbach,36341,Deutschland,(+49 6641) 9 70-0,,info@ahlbrandt.de,http://www.ahlbrandt.de,
76,203010294,AICHELIN,AICHELIN,AICHELIN Ges. m. b. H.,,,Fabriksgasse 3,Mödling,2340,Österreich,(+43 22 36) 2 36 46-0,,marketing@aichelin.com,http://www.aichelin.com,
77,100014668,AICHELIN Holding,AICHELIN Holding,AICHELIN Holding GmbH,,,Fabriksgasse 3,Mödling,2340,Österreich,(+43 2236) 2 36 46-0,,marketing@aichelin.com,http://www.aichelin.com,
78,100000025,AICHELIN Service,AICHELIN Service,AICHELIN Service GmbH,,,Schultheiß-Köhle-Str. 7,Ludwigsburg,71636,Deutschland,(+49 7141) 64 37-0,,marketing@aichelin.com,http://www.aichelin.com,
79,209034112,Aigner,Aigner,Aigner GmbH,,,Dieselstr. 13,Gunskirchen,4623,Österreich,(+43 7246) 2 02 00,,office@aigner.at,www.aigner.at,
80,478564,AIM3D,AIM3D,AIM3D GmbH,,,Industriestr. 12,Rostock,18069,Deutschland,(+49 381) 3676609-0,,kontakt@aim3d.de,https://www.aim3d.de,
81,100001211,Air Liquide Global E&C Solutions Germany,Air Liquide Global E&C Solutions Germany,Air Liquide,Global E&C Solutions Germany GmbH,,Olof-Palme-Str. 35,Frankfurt am Main,60439,Deutschland,(+49 69) 58 08-0,,communication@airliquide.com,http://www.engineering-solutions.airliquide.com,
82,231010537,Air Torque,Air Torque,Air Torque GmbH,,,Im Katzentach 16 - 18,Ettlingen,76275,Deutschland,(+49 7243) 59 34-0,,info@airtorque.de,http://www.airtorque.de,
83,237015576,AIT Goehner,AIT Goehner,AIT Goehner GmbH,,,Wilhelmsplatz 11,Stuttgart,70182,Deutschland,(+49 711) 2 38 53-0,,info@ait.de,http://www.ait.de,
84,100012842,AIT-Applied Information Technologies,AIT-Applied Information Technologies,AIT-Applied Information Technologies,GmbH & Co. KG,,Leitzstr. 45,Stuttgart,70469,Deutschland,(+49 711) 4 90 66-4 30,,info@aitgmbh.de,http://www.aitgmbh.de,
85,206012538,AKE Knebel,AKE Knebel,AKE Knebel GmbH & Co. KG,Werkzeug- und Maschinenfabrik,,Hölzlestr. 14 + 16,Balingen,72336,Deutschland,(+49 7433) 2 61-0,,info@ake.de,http://www.ake.de,
86,237032405,aku.automation,aku.automation,aku.automation GmbH,,,Robert-Bosch-Str. 80,Aalen,73431,Deutschland,(+49 7361) 890 88-0,,info@aku.eu,https://www.aku.eu,
87,100003615,AL-KO THERM,AL-KO THERM,AL-KO THERM GMBH,Bereich Absaugtechnik,,Hauptstr. 248 - 250,Jettingen-Scheppach,89343,Deutschland,(+49 8225) 39-24 12,,absaugtechnik@al-ko.com,https://alko-airtech.com/,
88,100001644,Albert-Frankenthal,Albert-Frankenthal,Albert-Frankenthal GmbH,,,Lambsheimer Str. 18,Frankenthal,67227,Deutschland,(+49 6233) 8 73-0,,info@albert-ft.com,http://www.albert-frankenthal.de,
89,100000031,Albrecht Präzision,Albrecht Präzision,Albrecht Präzision,GmbH & Co. KG,,Antoniusstr. 25,Wernau,73249,Deutschland,(+49 7153) 30 06-0,,info@albrecht-germany.com,http://www.albrecht-germany.com,
90,100000410,ALD Vacuum Technologies,ALD Vacuum Technologies,ALD Vacuum Technologies GmbH,,,Otto-von-Guericke-Platz 1,Hanau,63457,Deutschland,(+49 6181) 3 07-0,,info@ald-vt.de,https://www.ald-vt.com/de,
91,100000034,Alexanderwerk,Alexanderwerk,Alexanderwerk AG,,,Kippdorfstr. 6 - 24,Remscheid,42857,Deutschland,(+49 2191) 7 95-0,,contact@alexanderwerk.com,http://www.alexanderwerk.com,
92,100015272,Alexanderwerk,Alexanderwerk,Alexanderwerk GmbH,,,Kippdorfstr. 6 - 24,Remscheid,42857,Deutschland,(+49 2191) 7 95-0,,contact@alexanderwerk.com,http://www.alexanderwerk.com,
93,100015275,Alexanderwerk Service,Alexanderwerk Service,Alexanderwerk Service GmbH,,,Kippdorfstr. 6 - 24,Remscheid,42857,Deutschland,(+49 2191) 7 95-2 53,,service@alexanderwerk.com,http://www.alexanderwerk.com,
94,100000267,Alfa Laval Mid Europe,Alfa Laval Mid Europe,Alfa Laval Mid Europe GmbH,,,Wilhelm-Bergner-Str. 7,Glinde,21509,Deutschland,(+49 40) 72 74-03,,alfalaval.germany@alfalaval.com,http://www.alfalaval.com,
95,100001440,Alfing Kessler Sondermaschinen,Alfing Kessler Sondermaschinen,Alfing Kessler Sondermaschinen GmbH,,,Auguste-Kessler-Str. 20,Aalen,73433,Deutschland,(+49 7361) 5 01-0,,info@aks.alfing.de,http://www.alfing.de,
96,100003499,Alimak Group Deutschland,Alimak Group Deutschland,Alimak Group Deutschland GmbH,,,Mannesmannstr. 5,Mammendorf,82291,Deutschland,(+49 7262) 91 49-0,,info.de@alimakgroup.com,http://www.alimakgroup.com,
97,31032043,All for One Group,All for One Group,All for One Group SE,,,Rita-Maiburg-Str. 40,Filderstadt,70794,Deutschland,(+49 711) 7 88 07-0,,info@all-for-one.com,http://www.all-for-one.com,
98,237019562,Allied Vision Technologies,Allied Vision Technologies,Allied Vision Technologies GmbH,,,Taschenweg 2a,Stadtroda,07646,Deutschland,(+49 36428) 6 77-0,,info@alliedvision.com,http://www.alliedvision.com,
99,213003339,Allmineral,Allmineral,Allmineral,Aufbereitungstechnik GmbH & Co. KG,,Willstätterstr. 15,Düsseldorf,40549,Deutschland,(+49 211) 5 22 88-0,,head@allmineral.com,http://www.allmineral.com,
100,243000214,ALLRECO,ALLRECO,ALLRECO GmbH,,,Steinbrink 4,Velbert,42555,Deutschland,(+49 2052) 6039-0,,info@allreco.de,https://www.allreco.de,
101,100003838,Alltech Dosieranlagen,Alltech Dosieranlagen,Alltech Dosieranlagen GmbH,,,Rudolf-Diesel-Str. 2,Weingarten,76356,Deutschland,(+49 7244) 70 26-0,,info@alltech-dosieranlagen.de,http://www.alltech-dosieranlagen.de,
102,31036270,alltrotec,alltrotec,alltrotec GmbH,,,Rankestr. 35,Dresden,01139,Deutschland,(+49 351) 8 32 83-0,,info@alltrotec.de,http://www.alltrotec.de,
103,451906,ALMAWATECH,ALMAWATECH,ALMAWATECH GmbH,,,In den Steinäckern 26,Babenhausen,64832,Deutschland,(+49 6073) 6 87 47-0,,info@almawatech.com,http://www.almawatech.com,
104,212015431,ALMiG Kompressoren,ALMiG Kompressoren,ALMiG Kompressoren GmbH,,,Adolf-Ehmann-Str. 2,Köngen,73257,Deutschland,(+49 7024) 96 14-0,,info@almig.de,http://www.almig.de,
105,434002917,Altair Engineering,Altair Engineering,Altair Engineering GmbH,,,Calwer Str. 7,Böblingen,71034,Deutschland,(+49 7031) 62 08-0,,information@altair.de,https://www.altair.com,
106,100014350,altek,altek,Altek GmbH,,,Boschstr. 1,Rottenburg-Hailfingen,72108,Deutschland,(+49 7457) 94 26-0,,altek@altek-gmbh.de,http://www.altek-gmbh.de,
107,214013000,Altenburger Maschinen Jäckering,Altenburger Maschinen Jäckering,Altenburger Maschinen Jäckering GmbH,,,Vorsterhauser Weg 46,Hamm,59067,Deutschland,(+49 2381) 4 22-0,,jaeckering@jaeckering.de,http://www.jaeckering.de,
108,100000043,Altendorf,Altendorf,Altendorf GmbH,,,Wettinerallee 43 - 45,Minden,32429,Deutschland,(+49 571) 95 50-0,,sales@altendorf.de,https://www.altendorf.com/de/home.html,
109,212017554,Alup Kompressoren,Alup Kompressoren,Alup Kompressoren GmbH,,,Ferdinand-Lassallee-Str. 43,Reutlingen,72770,Deutschland,(+49 7121) 26 196-100,,info@alup.com,http://www.alup.com/de,
110,100000008,ALZMETALL,ALZMETALL,ALZMETALL GmbH & Co. KG,,,Harald-Friedrich-Str. 2 - 8,Altenmarkt,83352,Deutschland,(+49 8621) 88-0,,info@alzmetall.de,http://www.alzmetall.de,
111,216018173,ALÖ,ALÖ,ALÖ AB,,,Brannland 300,UMEA,90333,Schweden,(+46 90) 17 05 00,,sales@alo.se,http://www.alo.se,
112,100000128,ALÖ Deutschland Vertrieb,ALÖ Deutschland Vertrieb,ALÖ Deutschland Vertriebs-GmbH,,,Industriestr. 23,Dieburg,64807,Deutschland,(+49 6071) 92 83-0,,info@alo-deutschland.de,http://www.alo-deutschland.de,
113,592906,AM-Flow BV,AM-Flow BV,AM-Flow BV,,,Kattenburgerstraat 5 gebouw 003-H,Amsterdam,1018 JA,Niederlande,+31 85 0187687,,info@am-flow.com,https://am-flow.com/,
114,103025651,AMADA,AMADA,AMADA GmbH,,,Amada Allee 1,Haan,42781,Deutschland,(+49 2104) 21 26-0,,info@amada.de,http://www.amada.de,
115,100001367,Amandus Kahl,Amandus Kahl,Amandus Kahl GmbH & Co. KG,Maschinenfabrik,,Dieselstr. 5 - 9,Reinbek,21465,Deutschland,(+49 40) 7 27 71-0,,info@akahl.de,http://www.akahl.com,
116,100000047,AMAZONEN-WERKE H. Dreyer,AMAZONEN-WERKE H. Dreyer,AMAZONEN-WERKE H. Dreyer SE & Co. KG,,,Am Amazonenwerk 9 - 13,Hasbergen,49205,Deutschland,(+49 5405) 5 01-0,,amazone@amazone.de,http://www.amazone.de,
117,100003369,AMBEG,AMBEG,AMBEG,Dr. J. Dichter GmbH,,Ella-Barowsky-Str. 65 - 68,Berlin,10829,Deutschland,(+49 30) 78 00 95-0,,info@ambeg.de,http://www.ambeg.de,
118,100002157,Aachener Misch- und Knetmaschinenfabrik,Aachener Misch- und Knetmaschinenfabrik,Aachener Misch- und Knetmaschinenfabrik,Peter Küpper GmbH & Co. KG,,Adenauerstr. 20/C3,Würselen,52146,Deutschland,(+49 2405) 892416-0,,info@amk-de.net,http://www.amk-de.net,
119,100010336,AMKmotion,AMKmotion,AMKmotion GmbH + Co. KG,,,Gaußstr. 37 - 39,Kirchheim unter Teck,73230,Deutschland,(+49 7021) 50 05-0,,info@amk-motion.com,http://www.amk-motion.com,
120,213066548,AML Anlagentechnik,AML Anlagentechnik,AML Anlagentechnik GmbH,,,Trothastr. 2b,Merseburg,06217,Deutschland,(+49 345) 566467-20,,info@aml-bulktechnology.de,http://www.aml-bulktechnology.de,
121,100000072,AMMANN Asphalt,AMMANN Asphalt,AMMANN Asphalt GmbH,,,Hannoversche Str. 7,Alfeld,31061,Deutschland,(+49 5181) 76-0,,info.aad@ammann.com,http://www.ammann.com,
122,100001269,Ammann Elba Beton,Ammann Elba Beton,Ammann Elba Beton GmbH,,,Pforzheimer Str. 128b,Ettlingen,76275,Deutschland,(+49 7243) 72-0,,info.abd@ammann.com,http://www.ammann.com,
123,100000067,AMMANN Verdichtung,AMMANN Verdichtung,AMMANN Verdichtung GmbH,,,Josef-Dietzgen-Str. 36,Hennef,53773,Deutschland,(+49 2242) 88 02-0,,info.avd@ammann.com,http://www.ammann.com,
124,100002226,AMOVA,AMOVA,AMOVA GmbH,,,Wiesenstr. 30,Hilchenbach,57271,Deutschland,(+49 2733) 29-0,,info@amova.eu,http://www.amova.eu,
125,100010204,Ampack,Ampack,Ampack GmbH,A Syntegon Company,,Lechfeldgraben 7,Königsbrunn,86343,Deutschland,(+49 8231) 60 05-0,,ampack@syntegon.com,http://www.ampack.info,
126,100012443,AMPHITECH DEUTSCHLAND,AMPHITECH DEUTSCHLAND,AMPHITECH DEUTSCHLAND GmbH,,,Lebacher Str. 4,Saarbrücken,66113,Deutschland,(+49 681) 99 63-1 67,,info@amphitech.de,http://www.amphitech.de,
127,100004273,ams.Solution,ams.Solution,ams.Solution AG,,,An der Eisenbahn 4,Achim,28832,Deutschland,(+49 4202) 96 86-0,,info@ams-erp.com,http://www.ams-erp.com,
